geo_code,,English_only,French_only,Neither English nor French
35260337,female,135,0,0
35260337,male,140,0,20
35260338,female,705,5,0
35260338,male,720,10,120
35260339,female,255,0,0
35260339,male,265,0,20
35260340,female,450,0,5
35260340,male,430,10,115
35260341,female,220,5,5
35260341,male,225,10,60
35260342,female,210,5,0
35260342,male,220,0,30
35260734,female,620,10,5
35260734,male,610,0,80
35260828,female,195,0,0
35260828,male,170,0,60
35260829,female,225,5,0
35260829,male,200,0,30
35260830,female,410,5,5
35260830,male,400,0,45
35260831,female,200,0,0
35260831,male,180,0,25
35260832,female,380,5,5
35260832,male,370,0,50
35260833,female,345,0,0
35260833,male,325,5,30
