LICENSE_NUMBER,LICENSE_TYPE,SUB_DESCRIPTION,BUSINESS_NAME,BUSINESS_ADDRESS,EXPIRY_DATE
14 275554 03 1J,Eating Establishment,Restaurant with Liquor Service,JO-DREW FOODS INC. O/A SWISS CHALET,1575 UPPER OTTAWA ST  HAMILTON ON L8W 3E2,16/05/2018
17 292416 00 1J,Eating Establishment,Restaurant,Joe's Pizza and Pasta Inc.,21 PANABAKER DR  ANCASTER ON,14/07/2018
14 285060 03 1J,Eating Establishment,Restaurant,JOHN ST DINER,29 JOHN ST N  HAMILTON ON,01/11/2018
15 288310 02 1J,Eating Establishment,Restaurant Take-Out,JONNY BLONDE,664 CONCESSION ST  HAMILTON ON L8V 1B8,16/12/2018
14 276332 03 1J,Eating Establishment,Lunch Counter,JOY'S CAFE & RESTAURANT,349 KENORA AVE  HAMILTON ON L8E 2W2,11/12/2018
14 282805 03 1J,Eating Establishment,Restaurant,JURAVINSKI HOSPITAL - NORA'S FRESH CAFE,711 CONCESSION ST  HAMILTON ON,22/02/2019
14 277758 03 1J,Eating Establishment,Restaurant,K3L INVESTMENTS INC. O/A BASKIN-ROBBINS,115 HAMILTON ST N  FLAMBOROUGH ON L8B 1A8,28/01/2019
15 125360 03 1J,Eating Establishment,Restaurant,KAROLINA'S RESTAURANT,757 BARTON ST E  HAMILTON ON,10/07/2018
14 287042 03 1J,Eating Establishment,Restaurant Take-Out,KASHVI INC. O/A PIZZA HUT,2537 REGIONAL ROAD 56  GLANBROOK ON,05/01/2019
17 292773 00 1J,Eating Establishment,Restaurant,KAZI'S FAMILY RESTAURANT,438 HWY 8  STONEY CREEK ON L8G 1G3,28/11/2018
14 280934 03 1J,Eating Establishment,Restaurant,KEL7026 LTD. O/A KELSEY'S,1550 UPPER JAMES ST  HAMILTON ON L9B 1K3,21/06/2018
15 280933 02 1J,Eating Establishment,Restaurant,KEL7060 LTD.  O/A KELSEY'S,771 GOLF LINKS RD  ANCASTER ON,22/03/2018
14 283576 03 1J,Eating Establishment,Restaurant with Liquor Service,KEL7064 LTD O/A KELSEY'S,558 QUEENSTON RD  HAMILTON ON L8K 1K2,07/12/2018
16 290934 01 1J,Eating Establishment,Restaurant Take-Out,KHUAVANE YANG,75 CENTENNIAL PKWY N  HAMILTON ON L8E 2P2,18/05/2018
15 221707 02 1J,Eating Establishment,Restaurant,KIM SHAN CHINESE RESTAURANT,35 WILSON ST W  ANCASTER ON L9G 1N1,25/02/2018
14 173717 03 1J,Eating Establishment,Restaurant Take-Out,KING PIZZA,44 KING ST E  STONEY CREEK ON L8G 1K1,21/12/2018
14 159376 03 1J,Eating Establishment,Restaurant,KLASANNA MGMT INC. O/A TIM HORTONS,30 QUEENSTON RD  HAMILTON ON,21/08/2018
14 286489 03 1J,Eating Establishment,Restaurant Take-Out,KL'S NATURAL HEALTH FOOD INC. O/A KL'S RED GINSENG TEA,833 UPPER JAMES ST  HAMILTON ON,01/08/2018
14 178076 03 1J,Eating Establishment,Restaurant with Liquor Service,KNOLLWOOD GOLF LIMITED,1276 SHAVER RD  ANCASTER ON,09/09/2018
14 178137 03 1J,Eating Establishment,Restaurant with Liquor Service,KNOLLWOOD GOLF LIMITED,914 BOOK RD W  ANCASTER ON,09/09/2018
13 232760 03 1J,Eating Establishment,Restaurant with Liquor Service,KOI RESTAURANT,27 HESS ST S  HAMILTON ON L8P 3M7,31/05/2018
14 276801 03 1J,Eating Establishment,Restaurant,KOREA HOUSE,281 CANNON ST E  HAMILTON ON,29/07/2018
17 291946 00 1J,Eating Establishment,Restaurant with Liquor Service,KROWN CAFE INC O/A INSOMNIA CAFE LOUNGE,952 QUEENSTON RD  STONEY CREEK ON,18/05/2018
17 292682 00 1J,Eating Establishment,Restaurant with Liquor Service,KTLS Consulting Inc. o/a WILSON STREET BAR & GRILL,400 WILSON ST E  ANCASTER ON,21/08/2018
15 125209 03 1J,Eating Establishment,Restaurant,LA CANTINA RESTAURANT,60 WALNUT ST S  HAMILTON ON,13/08/2018
14 280247 03 1J,Eating Establishment,Restaurant,LA LUNA EXPRESS,1051 UPPER JAMES ST  HAMILTON ON,20/10/2018
15 125520 03 1J,Eating Establishment,Restaurant,LA PIAZZA ALLEGRA,180 JAMES ST S  HAMILTON ON L8P 4V1,13/08/2018
13 240611 03 1J,Eating Establishment,Restaurant,LA SPAGHETT ITALIAN RESTAURANT INC.,970 UPPER JAMES ST  HAMILTON ON,17/01/2019
17 293396 00 1J,Eating Establishment,Restaurant Take-Out,LAAR FOODS LTD O/A TIM HORTON'S,1816 RYMAL RD E  GLANBROOK ON,03/01/2019
15 140897 03 1J,Eating Establishment,Restaurant Take-Out,LAAR FOODS LTD.  O/A TIM HORTON'S,917 UPPER JAMES ST  HAMILTON ON L9C 3A3,17/02/2019
14 147127 03 1J,Eating Establishment,Restaurant,LAAR FOODS LTD.  O/A TIM HORTON'S,1341 UPPER JAMES ST  HAMILTON ON L9C 3B3,13/07/2018
15 141728 02 1J,Eating Establishment,Restaurant,LAAR FOODS LTD.  O/A TIM HORTON'S,894 UPPER JAMES ST  HAMILTON ON,17/03/2018
14 286941 03 1J,Eating Establishment,Restaurant Take-Out,LAAR FOODS LTD. O/A TIM HORTONS,813 UPPER JAMES ST  HAMILTON ON,19/12/2018
15 288004 02 1J,Eating Establishment,Restaurant with Liquor Service,LAKE ROAD RESTAURANT CORPORATION,229 JAMES ST N  HAMILTON ON L8R 2L2,09/09/2018
12 282578 03 1J,Eating Establishment,Restaurant Take-Out,LAKEPORT FISH & CHIPS,521 HWY 8  STONEY CREEK ON L8G 1G4,08/05/2018
14 194278 02 1J,Eating Establishment,Restaurant with Liquor Service,LALUNA RESTAURANT,306 KING ST W  HAMILTON ON,08/02/2018
13 135490 03 1J,Eating Establishment,Restaurant with Liquor Service,LALUNA RESTAURANT LIMITED,650 CONCESSION ST  HAMILTON ON,15/11/2018
14 282028 03 1J,Eating Establishment,Restaurant Take-Out,LAVA PIZZA & WINGS INC.,878 KING ST W  HAMILTON ON L8S 1K3,24/11/2018
14 286793 02 1J,Eating Establishment,Restaurant Take-Out,LAVA PIZZA INC.,387 BARTON ST E  HAMILTON ON L8L 2Y2,05/02/2018
17 291853 00 1J,Eating Establishment,Restaurant Take-Out,Lazio Pizza And Wings (C/O 2552232 Ontario Inc),1022 BARTON ST E  HAMILTON ON L8L 3E4,23/03/2018
15 125418 03 1J,Eating Establishment,Restaurant with Liquor Service,LAZY FLAMINGO,19 HESS ST S  HAMILTON ON,01/08/2018
15 141212 02 1J,Eating Establishment,Restaurant Take-Out,LE CHINOIS EXPRESS INC.,65 MALL RD  HAMILTON ON L8V 5B8,11/04/2018
15 125612 03 1J,Eating Establishment,Restaurant Take-Out,LEE'S TAKE OUT RESTAURANT,1825 MAIN ST W  HAMILTON ON L8S 1H6,24/09/2018
14 230633 03 1J,Eating Establishment,Restaurant,LEMON GRASS RESTAURANT,1300 GARTH ST  HAMILTON ON L9C 4L7,26/02/2019
14 286987 03 1J,Eating Establishment,Restaurant Take-Out,LENKOVA LIMITED O/A TIM HORTONS,2812 KING ST E  HAMILTON ON,16/01/2019
14 275015 03 1J,Eating Establishment,Restaurant,LIL HENRY CORPORATION O/A TIM HORTONS,1470 HWY 6  FLAMBOROUGH ON L8N 2Z7,30/11/2018
14 180784 03 1J,Eating Establishment,Restaurant Take-Out,LIMERIDGE BSG INC O/A BOURBON STREET GRILL,999 UPPER WENTWORTH ST  HAMILTON ON L9A 4X5,07/06/2018
14 129375 03 1J,Eating Establishment,Restaurant Take-Out,LIME-RIDGE PIZZA-WINGS INC,990 UPPER WENTWORTH ST  HAMILTON ON L9A 4V9,08/08/2018
15 287374 02 1J,Eating Establishment,Restaurant Take-Out,LINGNA SUSHI,1579 MAIN ST W  HAMILTON ON L8S 1E6,17/03/2018
15 125345 03 1J,Eating Establishment,Restaurant,LITTLE CAESAR'S,930 UPPER PARADISE RD  HAMILTON ON L5H 1B2,18/07/2018
15 125565 03 1J,Eating Establishment,Restaurant Take-Out,LITTLE CAESAR'S,969 UPPER OTTAWA ST  HAMILTON ON L8T 4V9,17/07/2018
14 281723 03 1J,Eating Establishment,Restaurant Take-Out,LITTLE CAESARS PIZZA,102 HWY 8  STONEY CREEK ON L8G 4H3,04/08/2018
14 275263 03 1J,Eating Establishment,Restaurant,LITTLE SAIGON VIETNAMESE RESTAUTANT,66 MALL RD  HAMILTON ON L8V 5B9,16/12/2018
14 284302 03 1J,Eating Establishment,Restaurant,LOCKE STREET COFFEEHOUSE INC,202 LOCKE ST S  HAMILTON ON L8R 4B4,06/09/2018
14 278624 03 1J,Eating Establishment,Restaurant with Liquor Service,LONE STAR GROUP OF COMPANIES LIMITED,14 MARTINDALE CRES  ANCASTER ON,09/09/2018
16 291318 01 1J,Eating Establishment,Restaurant Take-Out,LONGO BROTHERS FRUIT MARKETS INC. O/A STARBUCKS,1191 WILSON ST W BLDG C1.1-C1.4 ANCASTER ON L9G 0E8,15/09/2018
14 277647 03 1J,Eating Establishment,Restaurant with Liquor Service,LOPRESTI'S AT MAXWELLS,165 JACKSON ST E  HAMILTON ON,26/01/2019
14 286325 03 1J,Eating Establishment,Restaurant,LORD BYRON STEAK & SEAFOOD HOUSE INC,10 MAIN ST S  FLAMBOROUGH ON,26/06/2018
16 291407 01 1J,Eating Establishment,Restaurant Take-Out,LOUIS & HANA FISH 'N' CHIPS,2666 REGIONAL ROAD 56  GLANBROOK ON L0R 1C0,28/09/2018
17 287464 02 1J,Eating Establishment,Restaurant,LOVIN OVEN BAKERY AND CONFECTIONS INC.,367 HWY 5 W  FLAMBOROUGH ON,16/12/2018
17 292916 00 1J,Eating Establishment,Restaurant Take-Out,Lucky Take-Out ,919 UPPER PARADISE RD UNIT 6 HAMILTON ON L9B 2M9,26/10/2018
15 275574 02 1J,Eating Establishment,Lunch Counter,LULU'S SHAWARMA,32 JOHN ST N  HAMILTON ON L8R 1H3,22/03/2018
14 281911 03 1J,Eating Establishment,Lunch Counter,LYNDA'S CAFE,330 WENTWORTH ST N  HAMILTON ON,12/12/2018
15 124988 03 1J,Eating Establishment,Lunch Counter,M & N DESSERTS,105 MAIN ST E  HAMILTON ON,30/08/2018
14 224208 03 1J,Eating Establishment,Restaurant with Liquor Service,MACHAM RESTAURANT SERVCIES LTD O/A BOSTON PIZZA,1563 MAIN ST W  HAMILTON ON L8S 1E6,05/02/2019
15 130309 03 1J,Eating Establishment,Restaurant Take-Out,MACY'S FOOD MART,511 CANNON ST E  HAMILTON ON L8L 2E6,12/08/2018
14 283487 03 1J,Eating Establishment,Restaurant,MADE PHO YOU,130 QUEENSTON RD  HAMILTON ON L8K 1G6,16/10/2018
17 292877 00 1J,Eating Establishment,Restaurant,MAND Y FAST FOODS INC. O/A POPEYES,2176 RYMAL RD E  GLANBROOK ON,08/09/2018
13 280172 03 1J,Eating Establishment,Restaurant with Liquor Service,MANUEL HOSPITALITY GROUP LTD O/A SWISS CHALET,735 QUEENSTON RD  HAMILTON ON,13/12/2018
17 292097 00 1J,Eating Establishment,Restaurant Take-Out,MARIA'S TORTAS JALISCO,432 HWY 8  STONEY CREEK ON,21/04/2018
14 275765 03 1J,Eating Establishment,Restaurant Take-Out,MARINO'S PIZZA,601 UPPER JAMES ST  HAMILTON ON,08/05/2018
17 292055 00 1J,Eating Establishment,Restaurant Take-Out,MARIO'S PIZZA & WINGS,115 HAMILTON ST N  FLAMBOROUGH ON L8B 1A8,28/03/2018
15 278147 02 1J,Eating Establishment,Restaurant,MATTINA PIZZERIA INC.,104 CANNON ST E  HAMILTON ON,04/04/2018
15 288270 02 1J,Eating Establishment,Restaurant,MCDONALDS RESTAURANTS,20 RYMAL RD E  HAMILTON ON,09/11/2018
14 284924 03 1J,Eating Establishment,Restaurant,MCDONALD'S RESTAURANTS OF CANADA LIMITED O/A MCDONALD'S,970 UPPER WENTWORTH ST  HAMILTON ON,27/09/2018
14 284911 03 1J,Eating Establishment,Restaurant,MCDONALD'S RESTAURANTS OF CANADA LIMITED O/A MCDONALD'S),50 DUNDURN ST S  HAMILTON ON L8P 4W3,04/11/2018
15 287804 02 1J,Eating Establishment,Restaurant Take-Out,MCMASTER HOSPITALITY SERVICES,1280 MAIN ST W  HAMILTON ON L8S 4K1,26/08/2018
16 291349 01 1J,Eating Establishment,Restaurant Take-Out,MCMASTER UNIVERSITY HOSPITALITY SERVICES,175 LONGWOOD RD S  HAMILTON ON L8S 1S4,17/08/2018
14 277088 03 1J,Eating Establishment,Restaurant Take-Out,MCMASTER UNIVERSITY HOSPITALITY SERVICES,1280 MAIN ST W  HAMILTON ON L8S 4K1,28/06/2018
13 277097 03 1J,Eating Establishment,Restaurant,MCMASTER UNIVERSITY HOSPITALITY SERVICES,1280 MAIN ST W  HAMILTON ON L8S 4K1,17/04/2018
14 277093 02 1J,Eating Establishment,Restaurant,MCMASTER UNIVERSITY HOSPITALITY SERVICES,1280 MAIN ST W  HAMILTON ON L8S 4K1,16/03/2018
14 277086 02 1J,Eating Establishment,Restaurant,MCMASTER UNIVERSITY HOSPITALITY SERVICES,1280 MAIN ST W  HAMILTON ON L8S 4K1,14/03/2018
15 287942 01 1J,Eating Establishment,Restaurant Take-Out,MEGA SUBS INC,2137 KING ST E  HAMILTON ON,30/03/2018
15 279570 02 1J,Eating Establishment,Restaurant with Liquor Service,MEMPHIS FIRE BARBEQUE COMPANY INC.,1091 HWY 8  STONEY CREEK ON,20/04/2018
16 291110 00 1J,Eating Establishment,Restaurant with Liquor Service,MERIT BREWING COMPANY INC,107 JAMES ST N  HAMILTON ON L8R 2K6,12/04/2018
15 287793 02 1J,Eating Establishment,Restaurant with Liquor Service,MESA AUTHENTIC MEXICAN CUISINE,255 JAMES ST N  HAMILTON ON,17/11/2018
17 291883 00 1J,Eating Establishment,Restaurant Take-Out,MEXICAN KITCHEN,35 YORK BLVD  HAMILTON ON,10/03/2018
15 287227 02 1J,Eating Establishment,Restaurant with Liquor Service,MEZCAL TACOS & TEQUILA INC,150 JAMES ST S  HAMILTON ON,26/02/2018
16 290947 01 1J,Eating Establishment,Restaurant with Liquor Service,MEZCAL TACOS & TEQUILA INC O/A UNO MAS,150 JAMES ST S  HAMILTON ON,30/06/2018
13 280821 03 1J,Eating Establishment,Restaurant,MEZZA CAFFE INC,1142 WILSON ST W  ANCASTER ON,04/06/2018
16 290878 01 1J,Eating Establishment,Restaurant with Liquor Service,MI PHO SONG VU INC O/A MI PHO SONG VU 2,1070 STONE CHURCH RD E  HAMILTON ON L8W 3K8,21/04/2018
14 283082 03 1J,Eating Establishment,Restaurant,MILL STREET & FIVE AMERICAN HOUSE,324 DUNDAS ST E  FLAMBOROUGH ON,05/07/2018
14 281534 03 1J,Eating Establishment,Restaurant Take-Out,MK SUSHI,54 WILSON ST W  ANCASTER ON L9G 1N2,03/10/2018
17 292355 00 1J,Eating Establishment,Restaurant,MLC RESTAURANT MANAGEMENT INC. O/A TIM HORTONS,570 UPPER OTTAWA ST  HAMILTON ON L8T 3T2,16/06/2018
14 282588 03 1J,Eating Establishment,Restaurant,MMM TIM'S INC O/A TIM HORTONS,80 JOHN ST S  HAMILTON ON L8N 2C1,02/10/2018
14 282590 03 1J,Eating Establishment,Restaurant Take-Out,MMM TIM'S INC O/A TIM HORTONS,35 KING ST E  HAMILTON ON L8R 1N3,14/05/2018
14 285145 03 1J,Eating Establishment,Restaurant,MOHAWK STUDENT'S ASSOCIATION o/a BOOSTER JUICE,135 FENNELL AVE W  HAMILTON ON L9C 1E9,12/11/2018
13 283749 03 1J,Eating Establishment,Restaurant Take-Out,MOHAWK STUDENT'S ASSOCIATION o/a PIZZA PIZZA / LUNCH BOX,135 FENNELL AVE W  HAMILTON ON L9C 1E9,03/12/2018
14 281224 02 1J,Eating Establishment,Restaurant Take-Out,MONTFORT LTD. O/A MONTFORT EXPRESS,1275 BARTON ST E BLDG  L HAMILTON ON L8H 2V4,01/03/2018
17 292362 00 1J,Eating Establishment,Restaurant with Liquor Service,MOTEL KITCHEN & BAR LTD.,359 BARTON ST E  HAMILTON ON,27/06/2018
15 288048 02 1J,Eating Establishment,Restaurant with Liquor Service,MOTHER'S VIETNAMESE KITCHEN,145 BARTON ST E  HAMILTON ON,18/09/2018
15 124997 03 1J,Eating Establishment,Restaurant,MR SUBMARINE,478 KING ST E  HAMILTON ON L8N 1C8,26/06/2018
15 125521 03 1J,Eating Establishment,Restaurant,MR. GRANDE PIZZA,1157 RYMAL RD E  HAMILTON ON L8W 3M6,27/08/2018
14 208582 02 1J,Eating Establishment,Restaurant,MR. SUB,1144 MAIN ST W  HAMILTON ON L8S 1C1,23/03/2018
13 283748 02 1J,Eating Establishment,Restaurant,MSA o/a URBAN FORK / THE CELLAR / ARNIE,135 FENNELL AVE W  HAMILTON ON L9C 1E9,05/03/2018
14 282377 03 1J,Eating Establishment,Restaurant,MUNCHIE'S COFFEEHOUSE & BARKERY,1000 UPPER GAGE AVE  HAMILTON ON L8V 4K9,06/01/2019
17 293373 00 1J,Eating Establishment,Restaurant Take-Out,MUNDY'S TAKE OUT RESTAURANT,355 MAIN ST E  HAMILTON ON,18/01/2019
14 279787 03 1J,Eating Establishment,Restaurant,MY DOG JOE JAMESVILLE INC. O/A MULBERRY STREET COFFEEHOUSE,193 JAMES ST N  HAMILTON ON,06/12/2018
15 287230 00 1J,Eating Establishment,Restaurant,MY NEIGHBOURHOOD BAR & GRILL INC,784 CONCESSION ST  HAMILTON ON L8V 1C9,11/04/2018
13 194170 01 1J,Eating Establishment,Restaurant Take-Out,NABIL'S MIDDLE EAST FAST FOOD,1 WILSON ST  HAMILTON ON L8R 1C4,24/06/2018
14 286989 02 1J,Eating Establishment,Restaurant,NAHAS BASHA INC,610 UPPER JAMES ST  HAMILTON ON,27/02/2018
13 280826 03 1J,Eating Establishment,Restaurant with Liquor Service,NAROMA PIZZA BAR INC,215 LOCKE ST S  HAMILTON ON L8R 4B6,19/09/2018
16 291493 01 1J,Eating Establishment,Restaurant,NARULA'S BANQUET HALL INC O/A NARULA'S EXPRESS INDIAN CUISINE,183 JAMES ST S  HAMILTON ON,18/11/2018
14 281278 03 1J,Eating Establishment,Restaurant Take-Out,NATIONAL PIZZA & WINGS,870 UPPER JAMES ST  HAMILTON ON,03/07/2018
17 292478 00 1J,Eating Establishment,Restaurant Take-Out,NATIONAL PIZZA AND WINGS,134 OTTAWA ST N  HAMILTON ON L8H 3Z3,16/11/2018
17 292497 00 1J,Eating Establishment,Restaurant Take-Out,NATIONAL PIZZA PLACE LTD,3 KING ST E  HAMILTON ON L8N 4H4,01/08/2018
13 282433 03 1J,Eating Establishment,Restaurant Take-Out,NEIGHBOUR SHAWARMA & SUBS,969 UPPER OTTAWA ST  HAMILTON ON L8T 4V9,13/06/2018
15 288012 02 1J,Eating Establishment,Restaurant with Liquor Service,NELLIE JAMES TOO INC,164 JAMES ST S  HAMILTON ON,07/10/2018
14 279850 03 1J,Eating Establishment,Restaurant,NELLIE'S HOMESTYLE RESTAURANT INC.,801 MOHAWK RD W  HAMILTON ON L9C 1X7,13/07/2018
15 222487 02 1J,Eating Establishment,Restaurant Take-Out,NGUYEN HONG SUB SHOP,64 CANNON ST W  HAMILTON ON L8R 2B5,10/03/2018
14 278820 03 1J,Eating Establishment,Restaurant,NINEVEH CORP O/A BOOSTER JUICE,1791 STONE CHURCH RD E BLDG 4 STONEY CREEK ON,17/09/2018
14 283374 03 1J,Eating Establishment,Restaurant,NINO'S RISTORANTE,162 KING WILLIAM ST  HAMILTON ON,10/12/2018
16 291657 01 1J,Eating Establishment,Restaurant,NINWAYA INC O/A OSMOW'S,1317 BARTON ST E UNIT 4 HAMILTON ON L8H 2V4,29/11/2018
16 291452 01 1J,Eating Establishment,Restaurant with Liquor Service,NIQUE RESTAURANT INC,123 JAMES ST N  HAMILTON ON,18/10/2018
14 286908 03 1J,Eating Establishment,Restaurant with Liquor Service,NOAH'S,246 GOVERNORS RD  DUNDAS ON,25/11/2018
14 284301 03 1J,Eating Establishment,Restaurant,NOHADRA INDUSTRIES LTD. O/A PITA PIT,1096 WILSON ST W  ANCASTER ON,19/11/2018
17 292539 00 1J,Eating Establishment,Restaurant,NOODLE ME INC,1 WILSON ST  HAMILTON ON L8R 1C4,17/08/2018
14 251855 03 1J,Eating Establishment,Restaurant,NORM-WAY HOSPITALITY INC O/A HARVEY'S PLUS# 2451,255 DUNDAS ST E  FLAMBOROUGH ON L0R 2H1,19/07/2018
14 282387 02 1J,Eating Establishment,Restaurant Take-Out,NORTH END PITA,574 JAMES ST N UNIT 1A HAMILTON ON L8L 1J7,23/02/2018
14 281325 03 1J,Eating Establishment,Restaurant with Liquor Service,NUANCE BISTRO,1085 BARTON ST E  HAMILTON ON,02/10/2018
14 274849 03 1J,Eating Establishment,Restaurant,O CONQUISTADOR,542 UPPER WELLINGTON ST  HAMILTON ON,01/09/2018
14 281524 03 1J,Eating Establishment,Restaurant,O LEAO CAFE & RESTAURANT,298 JAMES ST N  HAMILTON ON,09/08/2018
14 219718 03 1J,Eating Establishment,Restaurant Take-Out,O/A J.S. CAFETERIA,79 JAMES ST S  HAMILTON ON,13/01/2019
17 292265 00 1J,Eating Establishment,Restaurant with Liquor Service,OBSIDIAN GROUP INC O/A UNION BURGER,140 CENTENNIAL PKWY N  HAMILTON ON,20/06/2018
12 280204 03 1J,Eating Establishment,Restaurant,OLIVIA MAT INC. O/A TIM HORTON'S,102 HWY 8  STONEY CREEK ON L8G 4H3,10/01/2019
14 281746 03 1J,Eating Establishment,Restaurant,OM EXIM INC 0/A SUBWAY,1070 STONE CHURCH RD E  HAMILTON ON L8W 3K8,31/10/2018
14 277608 03 1J,Eating Establishment,Lunch Counter,OM JOGANI INC. O/A SUBWAY,50 DUNDURN ST S  HAMILTON ON L8P 4W3,03/11/2018
14 284732 03 1J,Eating Establishment,Restaurant,OM MAHAKALI INC O/A QUESADA BURRITOS & TACOS,301 FRUITLAND RD  STONEY CREEK ON L8E 5M1,24/07/2018
15 286072 02 1J,Eating Establishment,Restaurant,OM SHIV SHAKTI INC O/A SUBWAY,188 BARTON ST  STONEY CREEK ON,03/04/2018
14 125337 03 1J,Eating Establishment,Restaurant,ONE JAMES CAFE,1 JAMES ST S  HAMILTON ON,31/05/2018
12 283136 02 1J,Eating Establishment,Restaurant Take-Out,ONTARIO COLLEGE OF HEALTH & TECHNOLOGY INC,1040 SOUTH SERVICE RD  STONEY CREEK ON L8E 6G3,17/03/2018
15 125252 03 1J,Eating Establishment,Restaurant,ONTARIO INC 1053695 O/A HARRY'S FISH & CHIPS,1138 FENNELL AVE E  HAMILTON ON L8T 1S5,30/05/2018
15 287461 02 1J,Eating Establishment,Restaurant with Liquor Service,OPEN GRILL RESTAURANT THAI & VIETNAMESE CUISINES INC. O/A SAIGON HOUSE RESTAURANT,27 JOHN ST S  HAMILTON ON,10/04/2018
15 287644 02 1J,Eating Establishment,Restaurant with Liquor Service,ORIGINAL JOE'S FRANCHISE GROUP INC. O/A STATE & MAIN KITCHEN + BAR,1591 UPPER JAMES ST  HAMILTON ON,15/06/2018
15 270256 02 1J,Eating Establishment,Restaurant,OUR CORNER,492 JAMES ST N  HAMILTON ON L8L 1J1,29/03/2018
14 143564 03 1J,Eating Establishment,Restaurant Take-Out,PAGODA CHOP SUEY HOUSE (2000) INC.,790 CONCESSION ST  HAMILTON ON,04/05/2018
14 283395 03 1J,Eating Establishment,Restaurant Take-Out,PAGODA FINE CHINESE CUISINE LTD.,1247 MAIN ST E  HAMILTON ON L8K 1A8,28/01/2019
14 275833 03 1J,Eating Establishment,Restaurant,PAISLEY COFFEEHOUSE AND EATERY,1020 KING ST W  HAMILTON ON L8S 1L4,09/06/2018
14 250836 03 1J,Eating Establishment,Restaurant,PANINOTECA,1660 UPPER JAMES ST  HAMILTON ON L9B 1K6,14/06/2018
17 293174 00 1J,Eating Establishment,Restaurant Take-Out,PAPA JOHN'S PIZZA HAMILTON INC O/A PAPA JOHN'S PIZZA,665 FENNELL AVE E  HAMILTON ON L8V 1V3,21/11/2018
15 287803 02 1J,Eating Establishment,Restaurant Take-Out,PAPA PAULY'S PIZZA,997 CANNON ST E  HAMILTON ON L8L 2H4,03/12/2018
13 284626 03 1J,Eating Establishment,Restaurant,PAPAGAYO RESTAURANT CORPORATION,246 KING ST W  HAMILTON ON,26/06/2018
15 287931 02 1J,Eating Establishment,Restaurant with Liquor Service,PAPARELLA'S CAFE & CATERING,649 MAIN ST W  HAMILTON ON L8P 1A2,23/09/2018
15 125552 03 1J,Eating Establishment,Restaurant,PARKDALE FISH & CHIPS,55 PARKDALE AVE N  HAMILTON ON L8H 5W7,02/07/2018
17 292538 00 1J,Eating Establishment,Restaurant Take-Out,PARKERMANNS FINE TEA,47 KING ST E  STONEY CREEK ON,19/10/2018
17 292170 00 1J,Eating Establishment,Restaurant,PAROS GREEK FOOD,2537 REGIONAL ROAD 56  GLANBROOK ON,19/09/2018
14 283283 02 1J,Eating Establishment,Restaurant Take-Out,PASTRY PALACE,1214 STONE CHURCH RD E UNIT 1A HAMILTON ON,20/02/2018
17 292982 00 1J,Eating Establishment,Restaurant with Liquor Service,PATTIES BURGER BAR,1970 RYMAL RD E  GLANBROOK ON,16/10/2018
14 189295 03 1J,Eating Establishment,Restaurant Take-Out,PERFECT PLATE,77 JAMES ST N  HAMILTON ON L8R 2K3,06/02/2019
14 277369 03 1J,Eating Establishment,Restaurant with Liquor Service,PHO BINH MINH,740 UPPER JAMES ST  HAMILTON ON L9C 3A2,25/08/2018
17 292713 00 1J,Eating Establishment,Restaurant,PHO BINH MINH 3,706 QUEENSTON RD  HAMILTON ON,14/09/2018
15 288114 01 1J,Eating Establishment,Restaurant with Liquor Service,PHO HUY,52 CANNON ST W  HAMILTON ON,23/02/2018
13 282031 03 1J,Eating Establishment,Restaurant,PHO LAC VIEN,430 YORK BLVD  HAMILTON ON L8R 3K8,05/02/2019
14 284321 03 1J,Eating Establishment,Restaurant with Liquor Service,PHO NAM THANH ,80 DUNDAS ST E  FLAMBOROUGH ON,15/04/2018
15 175191 03 1J,Eating Establishment,Restaurant,PINELAND GREENS,722 SAFARI RD  FLAMBOROUGH ON,15/11/2018
15 279507 02 1J,Eating Establishment,Restaurant,PIONEER FAST FOODS INC O/A WENDY'S,1550 UPPER JAMES ST  HAMILTON ON L9B 1K3,27/02/2018
14 157601 03 1J,Eating Establishment,Restaurant,PIONEER FAST FOODS INC O/A WENDY'S RESTAURANT,869 UPPER JAMES ST  HAMILTON ON,02/09/2018
14 176801 03 1J,Eating Establishment,Restaurant,PIONEER FAST FOODS INC O/A WENDY'S RESTAURANT,1180 WILSON ST W  ANCASTER ON,22/06/2018
14 176807 03 1J,Eating Establishment,Restaurant,PIONEER FAST FOODS INC O/A WENDY'S RESTAURANT,977 GOLF LINKS RD  ANCASTER ON L8G 3T9,22/06/2018
14 178893 03 1J,Eating Establishment,Restaurant,PIONEER FOOD SERVICES LTD   O/A TIM HORTONS,1180 WILSON ST W  ANCASTER ON,27/09/2018
15 125634 03 1J,Eating Establishment,Restaurant Take-Out,PIRANI GROUP,999 UPPER WENTWORTH ST  HAMILTON ON L9A 4X5,19/11/2018
17 292279 00 1J,Eating Establishment,Restaurant Take-Out,PISA PIZZA,55 PARKDALE AVE N  HAMILTON ON L8H 5W7,28/06/2018
17 292046 00 1J,Eating Establishment,Restaurant,PITA PIT,2 KING ST W  HAMILTON ON,06/04/2018
14 277181 03 1J,Eating Establishment,Restaurant Take-Out,PITA PIZZA,524 MAIN ST E  HAMILTON ON L8M 1J1,25/07/2018
14 278922 03 1J,Eating Establishment,Restaurant Take-Out,PIZZA BELL AND WINGS,96 CENTENNIAL PKWY N  HAMILTON ON L8E 1H7,06/10/2018
