geo_code,,Secondary (high) school diploma or equivalency certificate,"College, CEGEP or other non-university certificate or diploma",University certificate or diploma below bachelor level,Bachelor's degree,"Degree in medicine, dentistry, veterinary medicine or optometry",Master's degree,Earned doctorate
35250517,male,30,35,10,15,0,0,0
35250518,female,25,40,0,15,0,15,0
35250518,male,35,25,0,25,0,10,0
35250519,female,85,65,10,20,10,10,0
35250519,male,105,65,0,25,0,0,0
35250520,female,60,85,0,50,0,10,0
35250520,male,90,55,0,30,0,0,10
35250521,female,65,40,0,30,0,15,0
35250521,male,50,75,0,30,0,15,0
35250522,female,20,15,0,35,0,0,0
35250522,male,35,20,0,15,0,10,0
35250523,female,55,40,0,30,0,15,0
35250523,male,65,30,10,15,0,10,0
35250524,female,60,40,0,25,0,0,0
35250524,male,50,25,10,15,0,0,0
35250525,female,60,45,0,40,0,0,0
35250525,male,35,30,0,10,0,15,10
35250526,female,195,145,10,55,0,20,0
35250526,male,125,60,0,30,0,10,10
35250527,female,40,55,0,40,10,10,0
35250527,male,60,25,0,10,0,0,0
35250528,female,40,50,0,20,0,0,0
35250528,male,35,45,0,20,0,0,0
35250529,female,65,50,0,10,10,0,0
35250529,male,50,25,10,10,0,10,0
35250530,female,55,60,0,15,0,10,0
35250530,male,45,45,15,10,0,0,0
35250531,female,75,55,0,20,0,0,0
35250531,male,70,50,10,10,0,0,0
35250532,female,70,45,10,15,0,0,0
35250532,male,70,30,0,10,0,10,0
35250533,female,140,80,10,10,0,0,0
35250533,male,70,45,0,20,10,0,0
35250534,female,75,70,10,25,0,10,0
35250534,male,70,50,0,0,0,0,0
35250535,female,60,80,0,15,0,0,10
35250535,male,40,35,0,20,0,15,0
35250536,female,65,50,0,15,0,0,0
35250536,male,65,35,0,25,0,0,0
35250537,female,130,50,10,25,0,0,0
35250537,male,115,70,0,20,0,0,0
35250538,female,80,75,0,25,0,0,0
35250538,male,75,75,10,25,0,10,0
35250539,female,65,100,40,35,0,0,10
35250539,male,45,100,0,15,0,0,0
35250540,female,80,75,10,25,0,0,0
35250540,male,80,60,0,35,0,0,0
35250541,female,60,45,10,20,0,10,0
35250541,male,55,25,0,25,0,10,0
35250542,female,50,65,10,30,0,0,0
35250542,male,50,30,0,45,10,10,0
35250545,female,45,40,10,25,0,0,0
35250545,male,50,30,0,10,0,10,0
35250546,female,55,60,0,10,0,0,0
35250546,male,90,30,0,15,0,0,0
35250547,female,55,50,0,20,0,10,0
35250547,male,55,25,0,30,0,0,0
35250548,female,90,70,10,20,0,0,0
35250548,male,75,60,10,10,0,0,0
35250549,female,75,70,0,20,0,0,0
35250549,male,60,35,0,10,0,0,0
35250550,female,60,65,10,10,0,0,0
35250550,male,65,15,10,20,0,0,0
35250551,female,70,65,0,30,0,0,0
35250551,male,70,40,0,20,0,10,0
35250552,female,70,35,10,15,0,10,0
35250552,male,70,15,0,0,0,0,0
35250553,female,70,70,0,30,0,10,0
35250553,male,70,35,0,15,0,0,0
35250554,female,80,65,0,25,0,0,0
35250554,male,75,40,10,0,0,0,0
35250555,female,85,75,0,20,0,0,0
35250555,male,80,25,0,10,0,0,0
35250556,female,60,75,15,20,0,10,0
35250556,male,80,75,0,0,0,0,0
35250557,female,70,105,10,10,0,10,0
35250557,male,90,45,0,10,0,0,0
35250558,female,40,70,0,10,0,10,0
35250558,male,55,50,0,10,0,0,0
35250559,female,70,45,0,35,0,0,0
35250559,male,70,35,0,15,0,0,0
35250560,female,85,75,0,20,0,0,0
35250560,male,75,50,0,10,0,10,0
35250561,female,55,30,15,25,0,10,0
35250561,male,30,35,0,20,0,0,0
35250562,female,30,85,0,20,0,10,0
35250562,male,85,40,0,10,0,0,0
35250563,female,90,95,0,20,0,0,0
35250563,male,85,20,10,0,0,10,0
35250564,female,70,65,0,25,0,0,0
35250564,male,75,45,0,35,0,0,0
35250565,female,85,125,0,40,0,0,0
35250565,male,125,105,10,15,0,0,0
35250566,female,75,55,0,25,0,0,0
35250566,male,50,35,15,20,0,0,0
35250567,female,80,50,0,20,0,10,0
35250567,male,75,50,10,20,0,10,0
35250568,female,110,80,10,15,0,0,0
35250568,male,80,40,0,15,0,0,0
35250569,female,60,40,10,25,0,0,0
35250569,male,65,10,10,10,0,15,0
35250570,female,70,65,0,10,0,10,0
35250570,male,25,40,0,15,0,0,0
35250571,female,75,45,0,25,0,0,0
35250571,male,30,45,0,10,0,0,0
35250572,female,55,55,0,20,0,0,10
35250572,male,85,60,10,15,0,0,0
35250573,female,115,140,10,70,0,30,0
35250573,male,145,120,10,50,10,15,10
35250574,female,40,40,0,40,0,15,0
35250574,male,60,45,0,10,0,0,0
35250578,female,110,115,0,20,0,0,0
35250578,male,70,70,10,15,0,0,0
35250579,female,60,45,10,30,10,0,0
35250579,male,65,40,10,25,10,10,10
35250580,female,25,35,10,0,0,10,0
35250580,male,10,10,0,20,0,0,0
35250581,female,90,105,10,40,0,10,0
35250581,male,95,65,0,30,0,10,0
35250582,female,65,80,10,35,0,0,10
35250582,male,85,40,10,30,0,15,10
35250583,female,80,80,0,55,10,0,0
35250583,male,70,65,10,40,0,10,0
35250585,female,90,60,10,30,0,10,0
35250585,male,90,70,0,30,0,15,0
35250586,female,140,135,10,115,0,30,0
35250586,male,130,140,10,70,10,30,10
35250587,female,50,30,0,35,0,0,0
35250587,male,45,25,0,20,0,0,0
35250588,female,65,45,15,10,0,15,0
35250588,male,55,35,0,10,0,0,0
35250589,female,75,95,0,40,0,0,0
35250589,male,85,95,0,15,0,10,0
35250590,female,65,35,0,45,0,15,0
35250590,male,30,55,0,15,0,10,0
35250591,female,95,95,0,60,0,0,0
35250591,male,95,65,0,35,0,15,0
35250592,female,75,80,0,55,0,0,0
35250592,male,65,45,10,25,0,0,0
35250593,female,45,55,0,10,10,0,0
35250593,male,60,20,0,10,0,0,0
35250594,female,70,75,0,15,0,0,0
35250594,male,60,35,0,20,10,0,0
35250595,female,85,45,10,10,0,15,0
35250595,male,75,40,0,35,0,10,0
35250596,female,100,75,0,30,0,10,0
35250596,male,65,50,0,15,10,10,0
35250597,female,50,65,10,20,0,0,0
35250597,male,80,30,10,15,0,0,0
35250598,female,55,65,0,15,0,10,0
35250598,male,45,45,0,15,0,0,0
35250599,female,85,65,0,0,0,0,0
35250599,male,60,25,0,0,0,0,0
35250600,female,35,35,0,10,0,10,0
35250600,male,45,25,10,10,0,10,0
35250601,female,95,50,10,25,0,0,0
35250601,male,40,20,0,0,0,0,0
35250602,female,95,30,0,0,0,0,0
35250602,male,60,30,10,10,0,0,0
35250603,female,90,85,0,30,0,0,0
35250603,male,105,85,0,10,0,0,10
35250604,female,55,55,0,15,0,0,0
35250604,male,55,50,0,25,0,0,0
35250605,female,70,40,0,0,0,0,0
35250605,male,25,35,0,10,0,10,0
35250606,female,65,45,10,25,0,10,0
35250606,male,80,35,0,15,0,0,0
35250607,female,95,65,0,10,0,0,0
35250607,male,50,45,0,15,0,0,0
35250608,female,50,45,10,10,0,0,0
35250608,male,70,30,0,0,0,0,0
35250609,female,80,70,0,15,0,10,0
35250609,male,70,45,0,10,0,0,0
35250610,female,90,60,0,15,0,15,0
35250610,male,80,50,0,15,0,0,0
35250611,female,60,45,10,15,0,10,0
35250611,male,80,20,0,10,0,0,0
35250612,female,75,95,0,25,10,0,0
35250612,male,60,50,0,15,0,10,0
35250613,female,150,125,15,10,0,0,0
35250613,male,125,90,10,30,0,0,0
35250614,female,30,20,0,25,0,0,0
35250614,male,40,20,0,10,0,0,0
35250615,female,55,60,10,20,0,0,0
35250615,male,35,45,10,20,0,0,0
35250616,female,40,10,0,15,0,0,0
35250616,male,45,20,0,0,0,0,0
35250617,female,80,65,0,20,0,0,0
35250617,male,45,40,10,20,0,0,0
35250618,female,35,40,0,15,0,0,0
35250618,male,80,15,0,0,0,0,0
35250619,female,75,45,0,25,0,10,0
35250619,male,90,55,0,10,0,0,0
35250620,female,25,40,0,35,0,10,0
35250620,male,45,35,0,25,0,10,0
35250621,female,105,130,10,55,0,15,0
35250621,male,100,90,0,45,0,0,0
35250622,female,55,35,0,20,0,0,0
35250622,male,55,35,0,15,0,10,0
35250623,female,40,75,0,10,0,10,0
35250623,male,35,50,0,0,0,0,0
35250624,female,60,50,0,30,0,0,0
35250624,male,50,25,10,10,0,0,0
35250625,female,65,40,0,15,0,0,0
35250625,male,75,10,0,0,0,0,0
35250626,female,65,65,10,20,10,0,0
35250626,male,60,50,0,20,0,0,0
35250627,female,75,60,0,25,0,0,0
35250627,male,85,40,0,25,0,0,10
35250628,female,65,55,0,25,0,0,0
35250628,male,50,40,0,15,0,10,10
35250629,female,150,90,15,30,0,0,0
35250629,male,125,60,0,25,0,20,0
35250630,female,80,80,0,10,0,10,0
35250630,male,90,25,0,15,0,0,0
35250631,female,65,60,0,30,10,0,0
35250631,male,55,50,10,10,0,0,0
35250632,female,105,70,0,0,0,10,0
35250632,male,105,35,0,0,0,0,0
35250633,female,30,35,0,20,0,10,0
35250633,male,20,30,0,10,0,0,0
35250634,female,90,90,0,10,0,0,0
35250634,male,60,45,0,15,0,10,0
35250635,female,40,50,0,30,0,0,0
35250635,male,50,35,0,15,0,10,0
35250636,female,100,110,10,80,0,0,0
35250636,male,105,75,10,45,10,10,0
35250637,female,150,150,10,55,0,15,0
35250637,male,135,85,10,50,0,10,0
35250638,female,35,45,10,0,0,15,0
35250638,male,10,25,0,10,0,10,0
35250639,female,95,90,10,60,0,0,0
35250639,male,80,55,0,45,0,10,0
35250640,female,90,60,10,50,0,0,0
35250640,male,65,20,0,25,0,0,0
35250641,female,65,55,0,25,0,0,0
35250641,male,50,35,10,10,0,10,0
35250642,female,90,65,25,15,0,15,0
35250642,male,50,60,20,30,0,0,0
35250643,female,45,50,0,45,0,0,0
35250643,male,100,60,0,25,0,0,0
35250644,female,45,25,0,45,0,10,0
35250644,male,45,35,0,20,10,0,0
35250645,female,70,75,10,35,0,0,0
35250645,male,75,80,10,35,0,0,0
35250646,female,105,115,10,35,0,0,0
35250646,male,125,80,10,20,0,15,0
35250647,female,110,105,0,80,0,20,0
35250647,male,100,55,10,50,0,0,0
35250648,female,125,120,10,40,0,10,0
35250648,male,100,75,0,30,0,10,10
35250649,female,90,110,0,30,0,10,0
35250649,male,70,70,10,25,0,15,0
35250650,female,55,65,10,15,0,10,0
35250650,male,60,20,0,15,0,20,0
35250651,female,20,50,0,15,0,15,0
35250651,male,35,45,0,25,0,15,0
35250652,female,55,90,10,65,0,10,0
35250652,male,85,80,0,25,10,10,0
35250655,female,125,190,10,160,0,15,0
35250655,male,155,160,25,115,0,15,15
35250656,female,95,50,0,45,0,0,0
35250656,male,50,25,0,20,10,10,0
35250657,female,55,90,15,70,0,10,0
35250657,male,100,80,0,40,0,0,0
35250658,female,20,55,0,10,0,10,0
35250658,male,40,20,0,10,0,0,0
35250659,female,90,95,10,20,0,0,0
35250659,male,50,75,10,35,0,0,0
35250661,female,130,130,10,95,0,30,0
35250661,male,170,70,10,75,10,15,10
35250662,female,130,235,20,140,0,35,10
35250662,male,175,190,0,135,10,35,0
35250663,female,60,85,10,65,0,15,10
35250663,male,75,55,15,35,0,10,0
35250664,female,45,70,10,20,0,10,0
35250664,male,55,40,0,20,0,0,0
35250665,female,50,75,0,35,0,25,0
35250665,male,75,35,10,30,10,15,0
35250666,female,70,45,0,25,0,0,0
35250666,male,60,40,10,10,0,0,0
35250667,female,40,25,0,10,0,0,0
35250667,male,10,15,0,10,0,0,0
35250668,female,70,25,0,25,0,10,10
35250668,male,45,40,10,35,0,20,10
35250669,female,65,10,10,0,0,15,10
35250669,male,95,10,0,10,0,0,10
35250670,female,15,15,0,35,0,15,10
35250670,male,40,10,0,45,0,10,25
35250671,female,45,20,0,20,0,10,10
35250671,male,50,0,0,25,0,10,15
35250672,female,10,15,10,70,0,0,15
35250672,male,75,0,10,45,0,10,20
35250675,female,60,15,0,45,0,50,0
35250675,male,90,25,0,60,0,20,10
35250676,female,25,10,0,55,15,20,15
35250676,male,105,20,0,15,0,10,30
35250677,female,15,15,0,95,0,40,15
35250677,male,30,30,10,60,0,25,20
35250678,female,45,25,0,90,20,25,15
35250678,male,30,10,0,45,30,30,30
35250679,female,105,20,0,60,0,50,0
35250679,male,65,15,10,55,20,35,20
35250680,female,55,45,0,60,0,25,15
35250680,male,50,35,10,45,0,40,10
35250681,female,155,70,15,55,0,10,0
35250681,male,110,55,0,75,10,15,10
35250692,female,70,25,0,10,0,0,0
35250692,male,60,15,0,10,0,0,0
35250693,female,15,25,10,20,0,0,0
35250693,male,35,35,0,0,0,0,10
35250694,female,45,35,0,10,0,0,0
35250694,male,40,15,0,10,0,0,0
35250695,female,25,10,0,10,0,0,0
35250695,male,60,30,10,10,0,0,0
35250696,female,60,10,0,10,0,0,0
35250696,male,40,30,0,10,0,0,0
35250700,female,65,40,0,10,0,10,0
35250700,male,35,35,0,20,0,0,0
35250701,female,65,85,0,0,0,0,0
35250701,male,35,20,0,15,0,0,0
35250702,female,65,85,0,25,10,0,0
35250702,male,75,35,0,0,0,0,0
35250703,female,60,40,0,10,0,0,0
35250703,male,65,30,0,20,0,0,0
35250704,female,55,70,0,20,0,0,0
35250704,male,80,30,0,0,0,0,0
35250705,female,60,65,10,20,0,10,0
35250705,male,100,55,10,20,0,0,0
35250706,female,60,55,0,15,0,0,0
35250706,male,135,15,10,0,0,0,0
35250707,female,70,40,0,10,0,10,0
35250707,male,50,10,0,15,0,15,0
35250708,female,75,65,10,10,0,0,0
35250708,male,115,20,0,10,0,0,0
35250709,female,70,30,10,10,0,10,0
35250709,male,40,20,0,0,0,0,0
35250710,female,70,40,10,15,0,0,0
35250710,male,100,20,0,10,0,0,0
35250711,female,70,20,0,10,0,10,0
35250711,male,40,35,10,10,0,0,0
35250712,female,40,45,0,10,0,10,0
35250712,male,45,45,0,10,0,0,0
35250713,female,40,35,0,20,0,10,0
35250713,male,35,40,0,10,0,0,0
35250714,female,40,50,10,15,0,10,0
35250714,male,70,15,0,10,0,0,0
35250715,female,60,55,10,10,0,0,0
35250715,male,55,75,10,0,0,10,0
35250716,female,55,45,10,20,0,0,10
35250716,male,100,50,0,20,0,10,0
35250717,female,95,35,10,30,0,10,0
35250717,male,80,35,0,20,0,10,0
35250718,female,35,70,0,40,0,0,0
35250718,male,60,45,0,15,0,15,0
35250719,female,60,30,0,10,0,10,0
35250719,male,55,45,0,15,0,0,0
35250720,female,70,65,0,50,0,0,0
35250720,male,65,50,10,30,0,20,0
35250721,female,80,55,0,15,0,0,0
35250721,male,95,25,0,10,0,0,0
35250724,female,45,45,0,30,0,10,0
35250724,male,70,35,10,35,0,10,0
35250725,female,40,40,0,35,0,10,10
35250725,male,60,25,10,35,0,10,0
35250726,female,50,75,0,20,0,10,0
35250726,male,65,55,0,10,0,10,0
35250727,female,15,10,0,25,0,0,0
35250727,male,25,25,0,10,0,0,0
35250728,female,35,50,10,35,0,10,0
35250728,male,70,60,0,20,0,0,0
35250729,female,60,50,0,30,0,0,0
35250729,male,70,55,15,15,0,0,0
35250730,female,90,45,0,15,0,0,0
35250730,male,65,50,0,10,0,10,0
35250731,female,90,85,0,30,0,0,0
35250731,male,80,45,10,15,0,0,0
35250732,female,40,50,0,40,0,0,0
35250732,male,40,45,0,25,0,0,0
35250733,female,70,90,10,55,0,10,0
35250733,male,80,55,0,60,0,10,0
35250734,female,105,70,0,15,0,0,0
35250734,male,90,20,10,15,0,0,0
35250735,female,30,65,10,35,0,20,0
35250735,male,45,45,10,30,0,15,0
35250736,female,70,75,0,30,0,10,0
35250736,male,85,55,10,10,0,0,0
35250737,female,70,60,0,40,0,10,0
35250737,male,50,15,10,20,0,0,0
35250738,female,70,50,0,35,0,15,0
35250738,male,65,35,0,10,0,25,0
35250739,female,85,70,10,10,0,0,0
35250739,male,70,45,0,20,0,0,0
35250740,female,100,60,10,25,0,0,0
35250740,male,95,75,0,15,0,0,0
35250741,female,75,65,0,20,0,0,0
35250741,male,80,50,10,25,0,10,0
35250742,female,85,60,10,15,0,10,0
35250742,male,70,50,10,25,0,0,0
35250743,female,60,50,10,15,0,10,0
35250743,male,65,55,0,15,0,0,0
35250744,female,95,100,0,45,0,0,0
35250744,male,135,50,0,10,0,0,0
35250745,female,40,60,0,20,0,0,0
35250745,male,40,50,10,10,0,0,0
35250746,female,55,50,0,15,0,0,0
35250746,male,45,30,0,0,0,0,0
35250747,female,65,45,0,0,0,10,0
35250747,male,75,25,0,0,0,0,0
35250748,female,60,40,10,0,0,0,0
35250748,male,65,40,0,0,0,0,0
35250749,female,50,55,10,15,0,0,0
35250749,male,95,25,0,10,0,0,0
35250750,female,70,55,0,10,0,0,0
35250750,male,70,35,10,0,0,0,0
35250753,female,100,25,0,20,0,0,0
35250753,male,65,30,0,15,0,0,0
35250754,female,40,55,0,0,0,0,0
35250754,male,40,50,0,15,0,0,0
35250755,female,60,35,0,10,0,0,0
35250755,male,80,35,0,10,0,0,0
35250756,female,110,55,0,0,0,0,0
35250756,male,95,55,0,0,0,0,0
35250757,female,50,50,0,15,0,0,0
35250757,male,70,25,0,10,0,0,0
35250758,female,55,55,10,0,0,0,0
35250758,male,40,35,0,0,0,0,0
35250759,female,55,40,10,10,0,0,0
35250759,male,45,25,0,10,0,0,0
35250760,female,60,60,10,10,0,0,0
35250760,male,70,25,0,0,0,0,0
35250761,female,60,65,0,10,0,0,0
35250761,male,90,30,0,0,0,0,0
35250762,female,95,40,0,10,0,0,0
35250762,male,90,20,10,0,0,0,0
35250763,female,125,40,10,10,0,0,0
35250763,male,125,30,10,0,0,0,0
35250764,female,80,55,0,20,0,0,0
35250764,male,45,20,0,10,0,0,0
35250765,female,80,40,0,10,0,0,0
35250765,male,90,25,0,0,0,0,0
35250766,female,70,60,0,10,0,0,0
35250766,male,65,35,0,0,0,0,0
35250767,female,50,30,0,0,0,0,0
35250767,male,40,40,0,10,0,0,0
35250768,female,45,45,0,15,0,0,0
35250768,male,65,30,0,10,0,0,0
35250769,female,85,35,0,10,0,0,0
35250769,male,60,35,10,0,0,10,0
35250770,female,55,70,0,0,0,0,0
35250770,male,70,25,0,10,0,0,0
35250771,female,80,60,0,10,0,0,0
35250771,male,100,45,0,0,0,0,0
35250772,female,45,45,0,0,0,0,0
35250772,male,80,25,0,10,0,0,0
35250773,female,105,45,0,10,0,0,0
35250773,male,55,30,0,10,0,0,0
35250774,female,55,40,0,10,0,10,0
35250774,male,55,15,0,0,0,0,0
35250775,female,20,55,0,0,0,0,0
35250775,male,95,15,10,0,0,10,0
35250776,female,35,40,0,10,0,0,0
35250776,male,30,35,0,0,0,0,0
35250777,female,50,55,0,25,0,0,0
35250777,male,50,35,10,0,0,10,0
35250778,female,60,60,0,10,0,0,0
35250778,male,40,20,0,10,0,0,0
35250779,female,50,25,0,15,0,0,0
35250779,male,65,10,0,0,10,0,0
35250780,female,50,50,0,15,0,0,0
35250780,male,70,25,0,0,0,0,0
35250781,female,70,45,10,10,0,0,0
35250781,male,75,40,10,0,0,10,0
35250782,female,30,55,0,10,0,10,0
35250782,male,35,45,0,0,0,0,0
35250783,female,90,55,0,10,0,10,0
35250783,male,75,20,0,10,0,0,0
35250784,female,90,40,10,20,0,0,0
35250784,male,60,30,10,10,0,0,0
35250785,female,80,85,0,20,0,10,0
35250785,male,85,25,0,15,0,0,0
35250786,female,60,60,10,25,0,0,0
35250786,male,80,25,0,0,0,0,0
35250787,female,70,110,10,50,0,0,0
35250787,male,105,50,10,35,0,0,0
35250788,female,75,60,0,25,0,10,10
35250788,male,65,45,20,15,0,10,0
35250789,female,75,70,0,35,10,10,0
35250789,male,50,35,10,25,0,10,0
35250790,female,85,70,0,35,0,0,0
35250790,male,90,30,0,35,0,15,0
35250791,female,45,60,0,40,10,0,0
35250791,male,70,25,0,25,0,10,0
35250792,female,75,50,0,25,0,10,0
35250792,male,60,75,0,10,0,10,0
35250793,female,70,40,0,25,0,0,0
35250793,male,75,25,0,10,0,10,0
35250798,female,30,10,0,10,0,0,0
35250798,male,45,20,0,10,0,0,0
35250799,female,60,40,0,15,0,10,0
35250799,male,40,15,10,15,0,0,0
35250800,female,50,60,0,15,0,0,0
35250800,male,80,25,0,10,0,0,0
35250801,female,70,135,15,80,0,35,10
35250801,male,105,70,10,50,0,20,0
35250802,female,25,35,0,50,0,20,0
35250802,male,55,30,0,25,0,15,0
35250803,female,50,35,0,35,0,10,0
35250803,male,50,40,10,25,0,0,0
35250804,female,285,255,20,165,10,90,0
35250804,male,275,180,25,145,25,55,10
35250805,female,95,140,20,90,0,15,0
35250805,male,140,110,20,55,10,15,0
35250806,female,35,55,10,25,10,15,0
35250806,male,80,50,0,20,0,0,0
35250807,female,110,80,20,80,0,20,0
35250807,male,155,75,10,45,0,10,0
35250810,female,130,85,0,60,0,0,0
35250810,male,115,65,10,25,0,25,10
35250812,female,55,40,10,15,0,0,0
35250812,male,45,60,0,20,0,10,0
35250813,female,60,95,10,25,0,10,0
35250813,male,60,75,0,25,0,0,10
35250814,female,50,85,0,25,0,0,0
35250814,male,55,60,0,15,0,0,0
35250815,female,205,165,15,115,0,15,0
35250815,male,185,140,15,60,10,0,0
35250826,female,25,95,10,110,10,50,10
35250826,male,55,45,0,100,10,20,25
35250827,female,40,55,0,15,10,10,0
35250827,male,50,30,0,20,0,0,10
35250828,female,20,15,0,30,10,15,10
35250828,male,35,15,0,35,0,10,0
35250829,female,55,55,10,30,10,20,0
35250829,male,70,55,10,15,0,10,10
35250830,female,80,60,10,15,0,25,10
35250830,male,60,25,10,25,0,10,10
35250831,female,170,150,35,80,10,10,10
35250831,male,110,65,10,50,0,45,10
35250832,female,55,45,0,15,0,0,0
35250832,male,20,20,0,15,0,10,0
35250833,female,35,45,0,30,0,20,0
35250833,male,40,25,0,25,0,10,15
35250834,female,45,35,10,60,0,10,10
35250834,male,40,35,0,20,10,0,10
35250835,female,40,50,0,25,0,25,0
35250835,male,40,45,0,25,0,10,10
35250836,female,90,20,0,35,0,20,0
35250836,male,40,40,10,30,0,10,0
35250843,female,140,145,10,75,0,15,10
35250843,male,115,80,10,50,15,20,10
35250845,female,230,135,10,20,10,0,0
35250845,male,250,100,15,35,0,0,0
35250846,female,185,80,10,10,0,0,0
35250846,male,105,60,15,0,0,0,0
35250847,female,100,40,0,10,0,10,0
35250847,male,120,55,0,20,0,0,0
35250848,female,75,50,15,105,10,65,15
35250848,male,60,65,0,90,10,65,15
35250849,female,110,140,10,70,0,10,0
35250849,male,115,125,30,75,0,20,0
35250850,female,130,150,0,60,0,0,0
35250850,male,130,100,0,45,0,10,0
35250851,female,335,165,15,95,15,25,10
35250851,male,300,120,15,70,10,50,0
35250852,female,285,205,35,85,10,10,0
35250852,male,290,100,10,70,10,25,0
35250853,female,85,60,0,40,0,20,15
35250853,male,125,50,0,40,0,10,10
35250854,female,135,95,10,95,0,30,0
35250854,male,160,85,15,95,0,30,0
35250855,female,85,50,0,140,20,50,15
35250855,male,115,50,15,100,10,70,30
35250857,female,85,70,0,25,0,0,0
35250857,male,105,45,0,20,0,10,0
35250859,female,120,75,0,45,0,10,0
35250859,male,70,50,0,25,0,15,0
35250860,female,225,210,15,135,10,15,10
35250860,male,250,135,10,125,0,25,15
35250861,female,65,65,0,45,0,0,0
35250861,male,65,50,0,40,10,0,0
35250862,female,70,55,10,55,0,20,0
35250862,male,65,35,0,35,10,15,10
35250863,female,65,25,0,20,0,0,0
35250863,male,50,35,0,20,0,10,0
35250864,female,75,35,15,20,0,10,0
35250864,male,90,40,0,20,0,10,0
35250865,female,65,40,0,45,0,15,0
35250865,male,65,60,15,20,10,0,0
35250866,female,70,80,0,0,0,10,0
35250866,male,105,55,0,35,0,10,0
35250867,female,65,65,10,45,0,0,0
35250867,male,70,45,10,30,10,10,0
35250868,female,55,35,0,15,10,15,0
35250868,male,25,25,0,15,10,10,0
35250869,female,65,45,0,50,0,0,0
35250869,male,50,35,0,50,0,10,0
35250870,female,75,90,10,70,10,10,0
35250870,male,100,50,25,35,10,25,0
35250871,female,70,70,10,35,10,0,10
35250871,male,50,45,10,30,10,15,0
35250872,female,100,65,10,70,0,25,0
35250872,male,75,45,10,75,0,40,0
35250873,female,95,60,15,50,0,10,0
35250873,male,85,50,10,50,0,10,0
35250874,female,95,50,15,55,0,0,0
35250874,male,80,70,10,45,0,10,0
35250875,female,80,105,0,40,0,15,0
35250875,male,95,65,10,55,0,10,0
35250876,female,35,50,0,25,15,10,10
35250876,male,50,35,0,15,10,10,0
35250877,female,70,55,0,35,0,0,10
35250877,male,40,40,0,45,0,10,0
35250878,female,60,60,10,30,0,10,0
35250878,male,45,75,0,25,0,15,10
35250879,female,95,60,10,50,0,15,0
35250879,male,85,50,0,35,0,10,0
35250880,female,90,85,0,20,0,0,0
35250880,male,55,35,0,35,0,10,0
35250881,female,60,105,10,35,10,0,0
35250881,male,75,40,10,15,0,10,0
35250882,female,120,85,10,60,0,15,0
35250882,male,100,90,0,50,0,10,0
35250883,female,70,45,0,80,0,20,0
35250883,male,40,55,10,40,0,10,0
35250884,female,50,65,0,70,0,15,0
35250884,male,65,45,10,65,10,0,0
35250885,female,65,55,0,50,0,15,0
35250885,male,55,40,0,45,0,25,0
35250886,female,45,60,10,60,0,20,0
35250886,male,90,60,0,40,0,10,0
35250887,female,75,65,0,85,10,0,0
35250887,male,50,50,10,50,0,20,0
35250888,female,70,65,0,45,10,10,0
35250888,male,65,45,0,25,0,15,0
35250889,female,40,90,10,40,0,15,0
35250889,male,55,50,0,40,0,10,0
35250890,female,55,50,10,55,0,10,0
35250890,male,40,45,0,35,10,10,10
35250891,female,50,55,0,35,0,10,0
35250891,male,25,65,10,20,0,20,0
35250892,female,260,295,25,215,10,60,10
35250892,male,235,265,20,165,0,45,15
35250893,female,65,80,0,45,0,0,0
35250893,male,60,40,0,30,0,0,10
35250894,female,55,90,0,20,10,0,0
35250894,male,55,45,0,20,0,0,0
35250895,female,70,80,15,40,0,10,10
35250895,male,65,75,10,30,0,0,10
35250896,female,45,75,0,50,0,0,0
35250896,male,75,30,10,0,0,0,0
35250897,female,70,70,10,30,10,10,0
35250897,male,40,40,0,30,0,0,10
35250898,female,75,40,10,10,0,10,10
35250898,male,65,30,0,25,0,10,0
35250899,female,55,35,10,15,0,0,0
35250899,male,75,40,0,10,0,0,0
35250900,female,40,20,0,15,10,10,0
35250900,male,30,20,0,20,0,0,0
35250901,female,40,70,10,30,0,10,10
35250901,male,55,60,0,35,0,0,0
35250902,female,40,100,0,30,0,15,0
35250902,male,65,60,0,15,0,0,0
35250903,female,90,80,0,25,0,10,0
35250903,male,105,45,10,45,10,0,0
35250904,female,55,100,10,55,0,10,0
35250904,male,70,55,0,40,0,0,0
35250905,female,70,65,15,35,0,0,0
35250905,male,90,55,10,20,0,10,0
35250906,female,50,35,0,45,0,20,10
35250906,male,40,50,0,25,0,10,0
35250907,female,40,45,0,40,0,0,0
35250907,male,45,40,0,20,0,0,0
35250908,female,50,30,25,40,0,0,0
35250908,male,60,25,0,40,0,10,15
35250909,female,155,140,25,180,0,60,10
35250909,male,150,165,15,145,15,50,40
35250910,female,140,135,30,150,10,25,15
35250910,male,165,100,10,125,0,35,20
35250911,female,60,45,10,90,0,20,0
35250911,male,45,45,0,75,10,30,0
35250912,female,80,50,15,50,10,25,0
35250912,male,50,70,10,60,15,20,0
35250913,female,70,80,20,70,15,20,0
35250913,male,80,45,0,45,15,20,10
35250914,female,50,40,0,45,0,0,0
35250914,male,60,30,10,40,0,20,0
35250918,female,300,305,55,110,0,15,0
35250918,male,150,170,15,95,0,40,15
35250919,female,100,65,0,35,0,0,0
35250919,male,55,55,0,30,0,10,0
35250920,female,165,175,0,105,0,15,0
35250920,male,140,120,10,80,0,20,0
35250921,female,120,65,0,50,0,0,0
